date;insee;ech;tH2_obs
2016-12-13;31069001;1;1.5671213762124108
2016-12-14;31069001;1;8.083232965411097
2016-12-15;31069001;1;5.124716114588635
2016-12-16;31069001;1;6.352850027309503
2016-12-17;31069001;1;11.059552079849404
2016-12-18;31069001;1;3.0370266887541773
2017-05-08;31069001;1;11.0299385166989
2017-05-09;31069001;1;11.358777089987251
2017-05-10;31069001;1;14.982762852053966
2017-05-11;31069001;1;13.809863073150261
2017-05-12;31069001;1;12.66992890030374
2017-05-13;31069001;1;14.704049150602756
2017-05-14;31069001;1;13.698051749766574
2017-05-15;31069001;1;15.213988213905791
2017-05-16;31069001;1;15.064198660847255
2017-05-17;31069001;1;18.53792844942391
2017-05-18;31069001;1;15.627425363398626
2017-05-19;31069001;1;7.876710080568747
2017-05-20;31069001;1;9.117934036180305
2017-05-21;31069001;1;10.697419124540922
2016-06-20;31069001;1;14.85731108931418
2016-06-21;31069001;1;16.725428058092188
2016-06-22;31069001;1;20.632753490424207
2016-06-23;31069001;1;21.566314337005853
2016-06-24;31069001;1;19.9704800320604
2016-06-25;31069001;1;19.558067904147133
2016-06-26;31069001;1;15.887655372968931
2016-06-27;31069001;1;15.924114765386035
2016-06-28;31069001;1;15.188192385460882
2016-06-29;31069001;1;20.333145987873305
2016-06-30;31069001;1;18.16446596564282
2016-07-01;31069001;1;17.873433315690264
2016-07-02;31069001;1;20.64115262231245
2016-07-03;31069001;1;16.893401890597566
2016-08-01;31069001;1;17.045270937076115
2016-08-02;31069001;1;16.97126525319189
2016-08-03;31069001;1;17.326664470273393
2016-08-04;31069001;1;20.874839591928843
2016-08-05;31069001;1;17.303035769276992
2016-08-06;31069001;1;15.905702064037774
2016-08-07;31069001;1;17.799444885776452
2016-08-08;31069001;1;20.20955081023559
2016-08-09;31069001;1;20.32468249997517
2016-08-10;31069001;1;15.84452195804618
2016-08-11;31069001;1;14.847080238098302
2016-08-12;31069001;1;14.9425849838681
2016-08-13;31069001;1;17.419121831005594
2016-08-14;31069001;1;19.584875916565725
2016-09-12;31069001;1;18.684964352004503
2016-09-13;31069001;1;22.72188940696328
2016-09-14;31069001;1;17.375017998862752
2016-09-15;31069001;1;13.688668848827223
2016-09-16;31069001;1;14.9305784945359
2016-09-17;31069001;1;14.945281749538244
2016-09-18;31069001;1;13.012434951899653
2016-09-19;31069001;1;15.4346734392529
2016-09-20;31069001;1;17.21336299318535
2016-09-21;31069001;1;15.268884619571017
2016-09-22;31069001;1;12.1147884207127
2016-09-23;31069001;1;14.668149425706881
2016-09-24;31069001;1;14.633426685741995
2016-09-25;31069001;1;18.13166363857739
2016-10-24;31069001;1;17.507287908312946
2016-10-25;31069001;1;13.813639791231878
2016-10-26;31069001;1;14.669800484658616
2016-10-27;31069001;1;12.062466250416984
2016-10-28;31069001;1;7.277274200543845
2016-10-29;31069001;1;5.999213085127982
2016-10-30;31069001;1;7.169376764032202
2016-10-31;31069001;1;10.679857582026722
2016-11-01;31069001;1;12.557251699855485
2016-11-02;31069001;1;9.861861423226332
2016-11-03;31069001;1;11.454981773274234
2016-11-04;31069001;1;6.728469315643287
2016-11-05;31069001;1;11.886160112100274
2016-11-06;31069001;1;7.978995470038549
2016-12-05;31069001;1;12.496007218264054
2016-12-06;31069001;1;6.922310097868287
2016-12-07;31069001;1;4.24778334917068
2016-12-08;31069001;1;9.027993115435716
2016-12-09;31069001;1;10.002770256611061
2016-12-10;31069001;1;3.8635481351244185
2016-12-11;31069001;1;1.0966346672885336
2016-12-12;31069001;1;4.490805949828267
2016-12-13;31069001;1;1.5599820322035636
2016-12-14;31069001;1;8.10450683201997
2016-12-15;31069001;1;5.154520859914221
2016-12-16;31069001;1;6.3918811159785625
2016-12-17;31069001;1;11.005542684198508
2016-12-18;31069001;1;2.9760247801090847
2017-05-08;31069001;1;11.203609650862846
2017-05-09;31069001;1;11.261702989520721
2017-05-10;31069001;1;15.068983975841794
2017-05-11;31069001;1;13.762447788049574
2017-05-12;31069001;1;12.562071007750427
2017-05-13;31069001;1;14.930576592840051
2017-05-14;31069001;1;13.531591647242108
2017-05-15;31069001;1;15.0287736033549
2017-05-16;31069001;1;14.76953588862195
2017-05-17;31069001;1;18.659056985984662
2017-05-18;31069001;1;15.536553061904414
2017-05-19;31069001;1;8.015436434043307
2017-05-20;31069001;1;8.986906648723698
2017-05-21;31069001;1;10.619606524946626
2016-06-20;31069001;1;14.91845311393586
2016-06-21;31069001;1;16.806279057962538
2016-06-22;31069001;1;20.8248507461534
2016-06-23;31069001;1;21.52249660679553
2016-06-24;31069001;1;19.993439469748107
2016-06-25;31069001;1;19.46567568928766
2016-06-26;31069001;1;15.718602858637214
2016-06-27;31069001;1;15.875115452915999
2016-06-28;31069001;1;14.975136339893716
2016-06-29;31069001;1;20.38905192699702
2016-06-30;31069001;1;18.080340721802656
2016-07-01;31069001;1;17.816237448029565
2016-07-02;31069001;1;20.711331205072707
2016-07-03;31069001;1;16.843204437349932
2016-08-01;31069001;1;17.093261034886922
2016-08-02;31069001;1;16.970078658601143
2016-08-03;31069001;1;17.600060201973463
2016-08-04;31069001;1;21.034190266798998
2016-08-05;31069001;1;17.261343652390742
2016-08-06;31069001;1;16.225924551863706
2016-08-07;31069001;1;17.6818499050715
2016-08-08;31069001;1;20.288210247295414
2016-08-09;31069001;1;20.425491136227233
2016-08-10;31069001;1;15.940433666278276
2016-08-11;31069001;1;15.006402499477401
2016-08-12;31069001;1;14.66455219317996
2016-08-13;31069001;1;17.481527549270652
2016-08-14;31069001;1;19.895787942961253
2016-09-12;31069001;1;18.833422034702057
2016-09-13;31069001;1;22.71195416750464
2016-09-14;31069001;1;17.229687383783062
2016-09-15;31069001;1;13.523042719554805
2016-09-16;31069001;1;14.761229648784484
2016-09-17;31069001;1;14.908901184302307
2016-09-18;31069001;1;13.134780063528874
2016-09-19;31069001;1;15.485335038655856
2016-09-20;31069001;1;17.171769882596838
2016-09-21;31069001;1;14.996508121576346
2016-09-22;31069001;1;11.998418865038358
2016-09-23;31069001;1;14.810129458336409
2016-09-24;31069001;1;14.70100165113322
2016-09-25;31069001;1;18.110159923566968
2016-10-24;31069001;1;17.491266429714045
2016-10-25;31069001;1;14.10214220273568
2016-10-26;31069001;1;14.898112720319741
2016-10-27;31069001;1;12.420705615004039
2016-10-28;31069001;1;6.919383551306081
2016-10-29;31069001;1;6.1522107434866165
2016-10-30;31069001;1;7.248802086705151
2016-10-31;31069001;1;10.841947020318294
2016-11-01;31069001;1;12.560808884578028
2016-11-02;31069001;1;9.785590126399534
2016-11-03;31069001;1;11.503858849499354
2016-11-04;31069001;1;6.88145735927495
2016-11-05;31069001;1;11.941714071472962
2016-11-06;31069001;1;7.888503413824526
2016-12-05;31069001;1;12.509125059580926
2016-12-06;31069001;1;6.884332255170597
2016-12-07;31069001;1;4.385864648807549
2016-12-08;31069001;1;8.963871135931017
2016-12-09;31069001;1;9.744088351033618
2016-12-10;31069001;1;3.9929962384539563
2016-12-11;31069001;1;1.2684762218844958
2016-12-12;31069001;1;4.5969878483186575
2016-12-13;31069001;1;1.8174238678823391
2016-12-14;31069001;1;8.111446301059933
2016-12-15;31069001;1;5.343250207399449
2016-12-16;31069001;1;6.261345910315809
2016-12-17;31069001;1;11.019825818822452
2016-12-18;31069001;1;3.0268243798255545
2017-05-08;31069001;1;11.319590444287984
2017-05-09;31069001;1;11.44567032022174
2017-05-10;31069001;1;15.026878871353016
2017-05-11;31069001;1;13.808173245511984
2017-05-12;31069001;1;12.751243098196595
2017-05-13;31069001;1;15.0513981642215
2017-05-14;31069001;1;13.630007216075365
2017-05-15;31069001;1;15.164425204202633
2017-05-16;31069001;1;14.967590777270482
2017-05-17;31069001;1;18.52760442699415
2017-05-18;31069001;1;15.623933896644466
2017-05-19;31069001;1;8.000204509495529
2017-05-20;31069001;1;9.067191167845971
2017-05-21;31069001;1;10.63060533289827
2016-06-20;31069001;1;14.806607825813515
2016-06-21;31069001;1;16.678446152127787
2016-06-22;31069001;1;20.897166567195395
2016-06-23;31069001;1;21.580642841915765
2016-06-24;31069001;1;19.875442164986964
2016-06-25;31069001;1;19.549746732485474
2016-06-26;31069001;1;15.821849733623136
2016-06-27;31069001;1;15.801540523381266
2016-06-28;31069001;1;15.210110070772975
2016-06-29;31069001;1;20.36746308396936
2016-06-30;31069001;1;17.98771038547579
2016-07-01;31069001;1;17.557548647774738
2016-07-02;31069001;1;20.663402252795887
2016-07-03;31069001;1;16.87725366707479
2016-08-01;31069001;1;17.116229170814677
2016-08-02;31069001;1;17.06430784208254
2016-08-03;31069001;1;17.202355194560777
2016-08-04;31069001;1;20.869671103948463
2016-08-05;31069001;1;17.352107602098314
2016-08-06;31069001;1;16.02777547473794
2016-08-07;31069001;1;17.670974347977513
2016-08-08;31069001;1;20.316860980732557
2016-08-09;31069001;1;20.306655670959696
2016-08-10;31069001;1;15.93533772772133
2016-08-11;31069001;1;15.025829924203837
2016-08-12;31069001;1;14.963578987861927
2016-08-13;31069001;1;17.728478367466867
2016-08-14;31069001;1;19.72892973073216
2016-09-12;31069001;1;18.854218062761422
2016-09-13;31069001;1;22.777242352938426
2016-09-14;31069001;1;17.28276561093663
2016-09-15;31069001;1;13.477152788999186
2016-09-16;31069001;1;14.716030336330045
2016-09-17;31069001;1;14.988008105909405
2016-09-18;31069001;1;13.061189230119616
2016-09-19;31069001;1;15.499565363321938
2016-09-20;31069001;1;17.24815442005466
2016-09-21;31069001;1;15.160154761807414
2016-09-22;31069001;1;12.051610837557512
2016-09-23;31069001;1;14.794065744834791
2016-09-24;31069001;1;14.854983293592264
2016-09-25;31069001;1;18.14369115264016
2016-10-24;31069001;1;17.906606161411602
2016-10-25;31069001;1;13.904208569848453
2016-10-26;31069001;1;14.724557008744519
2016-10-27;31069001;1;12.198874437851126
2016-10-28;31069001;1;7.573087623037304
2016-10-29;31069001;1;6.0733850595002545
2016-10-30;31069001;1;7.339065662937324
2016-10-31;31069001;1;10.81604769907642
2016-11-01;31069001;1;12.470106446170002
2016-11-02;31069001;1;9.846530581245187
2016-11-03;31069001;1;11.524631540574626
2016-11-04;31069001;1;6.905887331700683
2016-11-05;31069001;1;11.968054032164108
2016-11-06;31069001;1;8.042131811528973
2016-12-05;31069001;1;12.393976237926722
2016-12-06;31069001;1;7.021361541331906
2016-12-07;31069001;1;4.364428006424482
2016-12-08;31069001;1;9.072907175371988
2016-12-09;31069001;1;9.882383515542513
2016-12-10;31069001;1;3.9217728618796266
2016-12-11;31069001;1;0.9527849701455192
2016-12-12;31069001;1;4.309947058585708
2016-12-13;31069001;1;1.473798902741947
2016-12-14;31069001;1;8.199551321745592
2016-12-15;31069001;1;5.099880678321801
2016-12-16;31069001;1;6.221064872202004
2016-12-17;31069001;1;11.040002562643213
2016-12-18;31069001;1;2.95138757793383
2017-05-08;31069001;1;11.078160623706504
2017-05-09;31069001;1;11.359811852655614
2017-05-10;31069001;1;15.098360596818877
2017-05-11;31069001;1;13.747709015130296
2017-05-12;31069001;1;12.635167697602204
2017-05-13;31069001;1;14.999882696979554
2017-05-14;31069001;1;13.49566075742109
2017-05-15;31069001;1;15.186424380938153
2017-05-16;31069001;1;15.086214874564355
2017-05-17;31069001;1;18.690347714169985
2017-05-18;31069001;1;15.644443041761171
2017-05-19;31069001;1;8.003170168405129
2017-05-20;31069001;1;8.984333564749418
2017-05-21;31069001;1;10.724010723867838
2016-06-20;31069001;1;14.875858578642445
2016-06-21;31069001;1;16.868268513016613
2016-06-22;31069001;1;20.732055973002048
2016-06-23;31069001;1;21.437872020111687
2016-06-24;31069001;1;20.018495803154156
2016-06-25;31069001;1;19.520908405413834
2016-06-26;31069001;1;15.693711195024619
2016-06-27;31069001;1;15.864996781976652
2016-06-28;31069001;1;15.216421332833484
2016-06-29;31069001;1;20.214470443586713
2016-06-30;31069001;1;18.100836136691125
2016-07-01;31069001;1;17.68613298727979
2016-07-02;31069001;1;20.618366033273865
2016-07-03;31069001;1;16.924936203816458
2016-08-01;31069001;1;17.114267278128054
2016-08-02;31069001;1;16.971952800310138
2016-08-03;31069001;1;17.223058786376946
2016-08-04;31069001;1;20.770882008473638
2016-08-05;31069001;1;17.292505630153652
2016-08-06;31069001;1;16.038545174152233
2016-08-07;31069001;1;17.708625928775508
2016-08-08;31069001;1;20.222262251933696
2016-08-09;31069001;1;20.16713407260834
2016-08-10;31069001;1;15.873302342635908
2016-08-11;31069001;1;15.000485195905291
2016-08-12;31069001;1;14.803870103433704
2016-08-13;31069001;1;17.567981771934203
2016-08-14;31069001;1;19.744058932848386
2016-09-12;31069001;1;18.689415677686423
2016-09-13;31069001;1;22.76462586002492
2016-09-14;31069001;1;17.303153029385687
2016-09-15;31069001;1;13.672701148276634
2016-09-16;31069001;1;14.700384428084948
2016-09-17;31069001;1;14.95141308212358
2016-09-18;31069001;1;13.088490490236007
2016-09-19;31069001;1;15.485164372128127
2016-09-20;31069001;1;17.27780993325728
2016-09-21;31069001;1;15.204977428885998
2016-09-22;31069001;1;12.056086022867794
2016-09-23;31069001;1;14.957347966560445
2016-09-24;31069001;1;15.036837973842664
2016-09-25;31069001;1;18.146277031494137
2016-10-24;31069001;1;17.456730343510852
2016-10-25;31069001;1;13.774834223047565
2016-10-26;31069001;1;14.583456612638335
2016-10-27;31069001;1;12.194304699496794
2016-10-28;31069001;1;7.210124669617394
2016-10-29;31069001;1;6.126308466566184
2016-10-30;31069001;1;7.259397305293779
2016-10-31;31069001;1;10.826026367850888
2016-11-01;31069001;1;12.48163643269123
2016-11-02;31069001;1;9.786834268572443
2016-11-03;31069001;1;11.485118786098127
2016-11-04;31069001;1;7.035843243214764
2016-11-05;31069001;1;11.878655128942244
2016-11-06;31069001;1;7.991083404037125
2016-12-05;31069001;1;12.606761832857961
2016-12-06;31069001;1;7.09561366607045
2016-12-07;31069001;1;4.265642956406989
2016-12-08;31069001;1;9.013791035520212
2016-12-09;31069001;1;9.86879039287266
2016-12-10;31069001;1;4.019615076729316
2016-12-11;31069001;1;0.8927755561808232
2016-12-12;31069001;1;4.452071661093594
2016-12-13;31069001;1;1.3971860528480458
2016-12-14;31069001;1;8.13341333561976
2016-12-15;31069001;1;5.114576050483623
2016-12-16;31069001;1;6.3294340389546875
2016-12-17;31069001;1;10.858952329640033
2016-12-18;31069001;1;3.1419806335408573
2017-05-08;31069001;1;11.05353735272594
2017-05-09;31069001;1;11.2699232956614
2017-05-10;31069001;1;14.829479026887475
2017-05-11;31069001;1;13.785514628101563
2017-05-12;31069001;1;12.588173477125626
2017-05-13;31069001;1;15.029218073450608
2017-05-14;31069001;1;13.496358963820699
2017-05-15;31069001;1;15.19111660332598
2017-05-16;31069001;1;15.166067175864425
2017-05-17;31069001;1;18.55356734939058
2017-05-18;31069001;1;15.69583889601942
2017-05-19;31069001;1;7.8675901090300195
2017-05-20;31069001;1;9.041785928574097
2017-05-21;31069001;1;10.588651777706653
2016-06-20;31069001;1;14.875993672335811
2016-06-21;31069001;1;17.240466034650613
2016-06-22;31069001;1;20.720145803240477
2016-06-23;31069001;1;21.357972735778734
2016-06-24;31069001;1;19.996342237177245
2016-06-25;31069001;1;19.63844510803569
2016-06-26;31069001;1;15.86295338757781
2016-06-27;31069001;1;15.899773814963586
2016-06-28;31069001;1;15.095201719059286
2016-06-29;31069001;1;20.37710596472236
2016-06-30;31069001;1;18.158467120447746
2016-07-01;31069001;1;17.797374792830674
2016-07-02;31069001;1;20.57271188825374
2016-07-03;31069001;1;16.893730888263587
2016-08-01;31069001;1;17.070539295387444
2016-08-02;31069001;1;17.077065181191298
2016-08-03;31069001;1;17.50775948376203
2016-08-04;31069001;1;20.918711801134254
2016-08-05;31069001;1;17.244020079272794
2016-08-06;31069001;1;16.19236059970705
2016-08-07;31069001;1;17.940586160771094
2016-08-08;31069001;1;20.400036745597745
2016-08-09;31069001;1;20.355170759623853
2016-08-10;31069001;1;15.912491213610046
2016-08-11;31069001;1;14.979013214075675
2016-08-12;31069001;1;15.005418745059927
2016-08-13;31069001;1;17.55961068090132
2016-08-14;31069001;1;19.884371879789306
2016-09-12;31069001;1;18.979419401695075
2016-09-13;31069001;1;22.84221263519456
2016-09-14;31069001;1;17.33145823319537
2016-09-15;31069001;1;13.549544229989175
2016-09-16;31069001;1;14.992665735862632
2016-09-17;31069001;1;14.884604253878608
2016-09-18;31069001;1;13.17041958921219
2016-09-19;31069001;1;15.551495686803033
2016-09-20;31069001;1;17.18652724264926
2016-09-21;31069001;1;14.969340565801318
2016-09-22;31069001;1;12.151330404634535
2016-09-23;31069001;1;14.713782608941226
2016-09-24;31069001;1;14.795969838007753
2016-09-25;31069001;1;18.20638317637247
2016-10-24;31069001;1;17.612146626678644
2016-10-25;31069001;1;13.847292270084695
2016-10-26;31069001;1;14.851603755080754
2016-10-27;31069001;1;12.349211987894712
2016-10-28;31069001;1;7.255495584126638
2016-10-29;31069001;1;6.364287404833331
2016-10-30;31069001;1;7.300713976488775
2016-10-31;31069001;1;10.82252914893821
2016-11-01;31069001;1;12.45482303626641
2016-11-02;31069001;1;9.911632714746087
2016-11-03;31069001;1;11.584019990404238
2016-11-04;31069001;1;6.887891810599421
2016-11-05;31069001;1;11.990787568904981
2016-11-06;31069001;1;7.937509340392919
2016-12-05;31069001;1;12.417283555840877
2016-12-06;31069001;1;7.015734883641887
2016-12-07;31069001;1;4.415243340867446
2016-12-08;31069001;1;9.183957353698649
2016-12-09;31069001;1;9.952927470049676
2016-12-10;31069001;1;4.019964174809513
2016-12-11;31069001;1;0.9998023793923634
2016-12-12;31069001;1;4.429666652245518
2016-12-13;31069001;1;1.499398436831652
2016-12-14;31069001;1;8.119107685768004
2016-12-15;31069001;1;5.209056910224269
2016-12-16;31069001;1;6.3627105132801
2016-12-17;31069001;1;11.021846660469679
2016-12-18;31069001;1;2.973872227646895
2017-05-08;31069001;1;11.086745877123485
2017-05-09;31069001;1;11.33401258245292
2017-05-10;31069001;1;14.850442369690938
2017-05-11;31069001;1;13.760458384464233
2017-05-12;31069001;1;12.545912191005593
2017-05-13;31069001;1;14.968416467726149
2017-05-14;31069001;1;13.642096016259911
2017-05-15;31069001;1;15.51713562921953
2017-05-16;31069001;1;15.197464144796514
2017-05-17;31069001;1;18.61756005608266
2017-05-18;31069001;1;15.617428707955591
2017-05-19;31069001;1;7.902760783171433
2017-05-20;31069001;1;8.982193604823086
2017-05-21;31069001;1;10.742010090870924
2016-06-20;31069001;1;15.00223057396348
2016-06-21;31069001;1;16.853898543071576
2016-06-22;31069001;1;20.79656372666013
2016-06-23;31069001;1;21.5876661179922
2016-06-24;31069001;1;19.880683555274178
2016-06-25;31069001;1;19.569042559327425
2016-06-26;31069001;1;15.867839392277133
2016-06-27;31069001;1;15.908135835760234
2016-06-28;31069001;1;15.311092211402054
2016-06-29;31069001;1;20.50383600478654
2016-06-30;31069001;1;17.949806579755027
2016-07-01;31069001;1;17.622931408388244
2016-07-02;31069001;1;20.577725605002907
2016-07-03;31069001;1;16.93794998030616
2016-08-01;31069001;1;17.216831412897815
2016-08-02;31069001;1;17.121010658277598
2016-08-03;31069001;1;17.421388267242314
2016-08-04;31069001;1;20.831015582705067
2016-08-05;31069001;1;17.415946516414248
2016-08-06;31069001;1;16.119715661562644
2016-08-07;31069001;1;17.8291564135381
2016-08-08;31069001;1;20.38152131595021
2016-08-09;31069001;1;20.53147355199188
2016-08-10;31069001;1;16.11156574076484
2016-08-11;31069001;1;15.039472251070846
2016-08-12;31069001;1;14.888545792089992
2016-08-13;31069001;1;17.644938390664553
2016-08-14;31069001;1;19.787423999618508
2016-09-12;31069001;1;18.6377018827075
2016-09-13;31069001;1;22.765026983767644
2016-09-14;31069001;1;17.413330679408862
2016-09-15;31069001;1;13.747258064598935
2016-09-16;31069001;1;14.855369634462487
2016-09-17;31069001;1;14.974845645839286
2016-09-18;31069001;1;13.05103628005322
2016-09-19;31069001;1;15.490936897516784
2016-09-20;31069001;1;17.083634180384482
2016-09-21;31069001;1;15.213068916736006
2016-09-22;31069001;1;12.064245440324092
2016-09-23;31069001;1;14.796627182549384
2016-09-24;31069001;1;14.90999399820127
2016-09-25;31069001;1;18.050183842442483
2016-10-24;31069001;1;17.619120182339692
2016-10-25;31069001;1;13.979367541195474
2016-10-26;31069001;1;14.76827608870082
2016-10-27;31069001;1;12.2005349088555
2016-10-28;31069001;1;7.154980757710043
2016-10-29;31069001;1;6.099601926391599
2016-10-30;31069001;1;7.0376125260617295
2016-10-31;31069001;1;10.824262288527631
2016-11-01;31069001;1;12.456553062814365
2016-11-02;31069001;1;9.75570716948657
2016-11-03;31069001;1;11.301420303466461
2016-11-04;31069001;1;6.98693316700658
2016-11-05;31069001;1;11.946858945370224
2016-11-06;31069001;1;7.912913463405198
2016-12-05;31069001;1;12.553947487712893
2016-12-06;31069001;1;7.150810925973685
2016-12-07;31069001;1;4.351356262542399
2016-12-08;31069001;1;8.88156846231116
2016-12-09;31069001;1;9.833907367954565
2016-12-10;31069001;1;4.033151079123758
2016-12-11;31069001;1;1.0375613256156573
2016-12-12;31069001;1;4.58772430739505
2016-12-13;31069001;1;1.6761846050411358
2016-12-14;31069001;1;7.953518561883861
2016-12-15;31069001;1;5.3137642774741485
2016-12-16;31069001;1;5.965474648182561
2016-12-17;31069001;1;11.005907954612178
2016-12-18;31069001;1;3.0125064601046208
2017-05-08;31069001;1;11.124561164138804
2017-05-09;31069001;1;11.316564269534199
2017-05-10;31069001;1;15.034657383900877
2017-05-11;31069001;1;13.884885819485646
2017-05-12;31069001;1;12.621631987150712
2017-05-13;31069001;1;15.177552721750507
2017-05-14;31069001;1;13.768063630794547
2017-05-15;31069001;1;15.186681062183265
2017-05-16;31069001;1;15.028358701663535
2017-05-17;31069001;1;18.61775647896154
2017-05-18;31069001;1;15.59069096105124
2017-05-19;31069001;1;8.017732767663274
2017-05-20;31069001;1;9.05041746473426
2017-05-21;31069001;1;10.902242219254275
2016-06-20;31069001;1;14.824876181983907
2016-06-21;31069001;1;17.063093486474305
2016-06-22;31069001;1;20.830233422483147
2016-06-23;31069001;1;21.478016797281107
2016-06-24;31069001;1;20.103103926707767
2016-06-25;31069001;1;19.42212905195511
2016-06-26;31069001;1;15.747821972304774
2016-06-27;31069001;1;15.88104463763573
2016-06-28;31069001;1;15.215542579901085
2016-06-29;31069001;1;20.28774538267351
2016-06-30;31069001;1;17.85784751031816
2016-07-01;31069001;1;17.6222668303977
2016-07-02;31069001;1;20.61296994869017
2016-07-03;31069001;1;16.873397115805556
2016-08-01;31069001;1;17.045561492327465
2016-08-02;31069001;1;17.23029875595852
2016-08-03;31069001;1;17.364417072221976
2016-08-04;31069001;1;20.809827827427792
2016-08-05;31069001;1;17.219475378595288
2016-08-06;31069001;1;16.21061425429415
2016-08-07;31069001;1;17.668649569131215
2016-08-08;31069001;1;20.211203904439454
2016-08-09;31069001;1;20.27353274879105
2016-08-10;31069001;1;16.017226494304705
2016-08-11;31069001;1;15.037154093032207
2016-08-12;31069001;1;15.130170563264894
2016-08-13;31069001;1;17.465987080819634
2016-08-14;31069001;1;19.999251234018086
2016-09-12;31069001;1;18.676405822950468
2016-09-13;31069001;1;22.734582799031735
2016-09-14;31069001;1;17.331192062949384
2016-09-15;31069001;1;13.647406234757405
2016-09-16;31069001;1;14.985330580844547
2016-09-17;31069001;1;14.887592563847226
2016-09-18;31069001;1;13.081657271504064
2016-09-19;31069001;1;15.386966256986929
2016-09-20;31069001;1;17.155310174313964
2016-09-21;31069001;1;15.125441340161734
2016-09-22;31069001;1;12.010604916162846
2016-09-23;31069001;1;14.786715881087794
2016-09-24;31069001;1;14.670991517969894
2016-09-25;31069001;1;18.13587361370391
2016-10-24;31069001;1;17.960684841035448
2016-10-25;31069001;1;14.007366016164813
2016-10-26;31069001;1;15.09062266856887
2016-10-27;31069001;1;12.319519133748937
2016-10-28;31069001;1;7.531284071099412
2016-10-29;31069001;1;6.195881365858266
2016-10-30;31069001;1;7.245195137602322
2016-10-31;31069001;1;10.810768260370358
2016-11-01;31069001;1;12.372775972520659
2016-11-02;31069001;1;9.82552490307996
2016-11-03;31069001;1;11.464529786296554
2016-11-04;31069001;1;6.996297108791267
2016-11-05;31069001;1;11.961630704259337
2016-11-06;31069001;1;7.993929479964733
2016-12-05;31069001;1;12.524381846144523
2016-12-06;31069001;1;7.105102549961423
2016-12-07;31069001;1;4.372824405193839
2016-12-08;31069001;1;9.038294691099624
2016-12-09;31069001;1;9.888032934049342
2016-12-10;31069001;1;3.835232620024213
2016-12-11;31069001;1;0.9550015748747396
2016-12-12;31069001;1;4.442967072499131
2016-12-13;31069001;1;1.484879845548183
2016-12-14;31069001;1;8.164167889251202
2016-12-15;31069001;1;5.1725446466511515
2016-12-16;31069001;1;6.149079773802622
2016-12-17;31069001;1;10.92032104377721
2016-12-18;31069001;1;3.083166355388121
2017-05-08;31069001;1;11.255858621675591
2017-05-09;31069001;1;11.338565536865886
2017-05-10;31069001;1;15.048042433518633
2017-05-11;31069001;1;13.760452924868154
2017-05-12;31069001;1;12.587329451841285
