"","insee","ech","mois","tH2_obs","capeinsSOL0","ciwcH20","clwcH20","ffH10","flir1SOL0","fllat1SOL0","flsen1SOL0","flvis1SOL0","hcoulimSOL0","huH2","iwcSOL0","nbSOL0_HMoy","nH20","ntSOL0_HMoy","pMER0","rr1SOL0","rrH20","tH2","tH2_VGrad_2.100","tH2_XGrad","tH2_YGrad","tpwHPA850","ux1H10","vapcSOL0","vx1H10"
"11","Rennes","1","février",5.32941176008214,15.6852190595512,6.52037883321722e-11,2.61044902189808e-07,4.34103103820582,-170445.2234909,-47385.1063151811,118836.293261813,3.60000000000276e-12,562.312431485724,87.5848478676342,0.00520825736662911,3.10359590527962,0.0437286275187466,5.65991197971823,1011.36559888012,0.263269793810561,0.0126275783459277,5.17527374068434,0.67800370569553,0.00121553616424402,0.000503848516255021,5.13966991191088,2.21730988386817,12.4110185107368,3.64086930973911
"12","Lille_Lesquin","1","février",4.46029412724516,9.88643211205414,0,9.38354555421881e-07,5.70109519498993,-189414.835228679,-48152.0473334043,142461.767584887,3.60000000000276e-12,504.908254899034,87.8428389331026,0.0324263505373137,3.06700352228198,0.134051227579175,5.51474048502506,1009.71734052072,0.0922526751868005,0.00614490531993079,4.09628609458533,0.623943423636928,-0.000805295577353976,0.000725081700171568,4.3213506967313,2.44260053522481,10.9522182430183,3.91733533542316
"13","Strasbourg_Entzheim","1","février",3.37941175874542,4.55034477195462,6.89631727228932e-07,5.94336640219355e-06,4.10349539164752,-176174.49432525,-25855.5290642295,99551.2571754359,3.60000000000276e-12,410.056231407296,86.9292838630952,0.0560085529406735,2.45206923764903,0.374976989406652,5.80293120185564,1013.13900789475,0.0233710008935497,0.000123674418438336,2.96023864212238,1.5726201044886,0.000836461608915941,0.000162917168524432,4.72454925218782,1.63183718049458,10.7672335397412,2.60147982409374
"14","Paris_Montsouris","1","février",5.63529409051818,6.28131757420002,0,2.24967772275665e-10,4.02068939349117,-199455.930462511,-10226.4677469932,64628.1485177101,3.60000000000276e-12,581.365536318125,78.0892919876379,0,2.40254155043706,0,5.32713652480346,1011.6398570147,0.0550258744438185,0.00311782689961703,5.60194029946661,-0.549476053327164,0.000900639834667921,0.00268293632493239,4.4557841020158,2.91927520864787,10.880162330825,3.48189766438907
"15","Nice","1","mars",10.0974359023265,11.9538787586378,0,1.31934507108725e-05,2.94345721892761,-291318.320812645,-106270.527089769,-4865.29381669769,3.60000000000276e-12,312.070825562899,70.1373487787693,0,0.994504509464267,0.410697791410211,3.61952769629974,1014.30032901983,0.00447693508749094,0.000263708652919681,12.0819000733723,0.393045978277988,0.00282780388074528,-0.00645468368801202,7.62825001890963,0.155237590385724,12.7310874408727,-2.13245866108191
"16","Toulouse_Blagnac","1","mars",7.4884614944458,8.6136200538652,0,1.07995353583089e-07,3.3713426243292,-177132.925893091,-18342.6821769226,62242.9805935379,3.60000000000276e-12,344.471515488468,81.6866749503279,0,2.80199130871777,0.0171293723949691,4.76925500154964,1019.80078600475,0.141675502116494,0.00392248914550164,7.3012640666227,1.1673558499592,0.00233002251635185,-0.00110999855089292,7.01466974554183,2.93309641487104,12.9368521434453,0.343352152459604
"17","Bordeaux_Mérignac","1","mars",7.32307691604663,11.6054455811455,0,6.30581571135906e-06,2.84904748359177,-177248.609409872,-17085.8108423961,63625.7356720501,3.60000000000276e-12,325.527066088465,84.81647589696,0,2.23698966075272,0.311629892517075,4.54917534740301,1019.77365798214,0.0557171001156819,0.00226929067907144,6.90573671503134,2.13845775682985,0.00397869598210568,5.01835687856716e-05,6.5372145780273,2.11268519626175,12.7542824598203,-0.394147413534009
"18","Rennes","1","mars",5.55641027463552,5.53204797061455,0,8.65751045705024e-06,3.14262784118395,-190013.29737707,-14832.6618645382,72031.5312800002,3.60000000000276e-12,328.716133510528,88.2534741181707,0,2.20007054749148,0.374441202455094,4.05590724267126,1019.63749208632,0.0587800084054338,0.00260852277161751,5.40495185539655,1.58669992692698,0.00240557091664527,0.00141937679275359,5.61988375853425,1.08873414382295,11.9657778890038,-1.13147114458684
"19","Lille_Lesquin","1","mars",4.87692308263519,4.15717074411159,0,2.17907775377615e-06,4.00964262918355,-189386.446411867,-22802.5963737404,86837.0334619979,3.60000000000276e-12,324.594935819888,87.1485191622733,0,2.7858019446532,0.192961626534879,4.47467447760733,1018.51994311806,0.0827905061146011,0.00436315680203641,4.4483389270274,1.61711937980471,-0.000964914114500915,0.00244721295142042,4.70357199563612,1.39740565795206,10.4178107265693,0.0631553753259727
"20","Strasbourg_Entzheim","1","mars",4.08205127830689,7.44804922029682,3.81389083416662e-08,9.25745871963116e-07,2.95260284121582,-202748.822045915,-8897.05856850679,62243.4814819163,3.60000000000276e-12,262.404007420261,82.5139569012101,3.20825821312281e-05,1.79315057964683,0.16282464121802,3.66142670988136,1018.67255926436,0.068935193392546,0.00153145495131108,3.9897342134665,2.29565068829189,0.000424480982914387,0.000405744599400364,5.1944175275307,1.11598740981376,10.1366190602686,-0.556383265155949
"21","Paris_Montsouris","1","mars",6.91794874729254,6.06098385416736,0,8.58712305016872e-09,2.72247159200524,-210540.342017486,-4917.37775570121,-2801.13410715714,3.60000000000276e-12,419.589255854705,74.8246012547805,0.00164601031484907,2.08012015211773,0.0010721592761938,3.97055053169693,1019.0192127833,0.0893338473386067,0.00309771827132585,7.00823659282717,-0.516620067696845,0.000869116156846079,0.0034140950754402,5.25041627672987,1.29145809264799,10.9214871702975,-0.773986550095693
"22","Nice","1","avril",13.4540230104293,47.2817095642478,0,4.10480611834254e-06,3.24828823651629,-255908.06967603,-80198.4078878708,9739.11835565363,3.60000000000276e-12,221.834695670585,77.5904056854447,0,1.32243612864085,0.101083139561937,4.12709571964991,1013.9701350457,0.00158496196653827,4.96691387033861e-05,14.4976668010343,0.231731789848203,0.00103890088361338,-0.00349669567690432,10.2340542189621,-0.56535846202876,16.6230273694535,-0.791167148076293
"23","Toulouse_Blagnac","1","avril",10.8724137613143,12.1505434355086,0,2.58839512039613e-08,2.93796171426443,-185214.490770636,-15872.9088769798,37715.0835942256,3.60000000000276e-12,310.66715244543,80.2521939708383,0,2.23161769107682,0.00362033834815648,4.64539300868031,1017.2131258241,0.171145793458239,0.00410951699038585,10.5679865271533,0.97302260270873,0.00343475990561953,-0.00197435311642155,9.18344916552872,1.33939603206786,15.5162176103625,0.461784639188636
"24","Bordeaux_Mérignac","1","avril",10.1206896688746,10.5681388189226,0,3.19809849412263e-07,2.44929243123069,-193342.121666169,-4287.5778487508,43602.7129340677,3.60000000000276e-12,210.463200379927,82.7710930174344,0,1.80635765679173,0.0387783349490094,4.7057565403831,1017.187204311,0.011722976131213,0.000756275057963976,9.5947041546248,1.83152354634814,0.00391734315163758,0.000283054687711673,8.35955900628332,0.624726053351312,15.1035967223958,-0.219029618604519
"25","Rennes","1","avril",7.58045978861293,12.7050889379363,0,4.01080339837178e-07,2.46863104837849,-208596.442936974,-6372.60705265643,45677.0170844284,3.60000000000276e-12,201.257805560769,86.369220080858,0,1.68020297294188,0.0544045675150346,3.94815745767703,1017.15985948607,0.0443137717789663,0.0022317487891154,7.50438004568019,2.04429012373923,0.00367749270410307,0.00224871773906413,7.05467226076379,0.0392387612680508,13.7405920533591,-0.0206696020665759
"26","Lille_Lesquin","1","avril",7.45172411682962,16.2157634518674,0,5.01085509522041e-07,3.3181669693577,-205918.909482555,-9540.3006758284,79384.6199437209,3.60000000000276e-12,265.519414489628,85.9510883258262,0,1.74767559145976,0.0720158346034526,4.74190106048559,1016.64374305283,0.051101876776949,0.00106044202372975,6.91226228310041,2.05620250111852,-0.00126568259753519,0.00384669531779043,6.31978355178904,0.43675899372111,13.1953474026909,-0.120674899495967
"27","Strasbourg_Entzheim","1","avril",7.68505749654496,20.1025702621745,0,4.21035994748172e-06,2.56013653627931,-193748.670398237,-6104.86272191164,54734.6565320372,3.60000000000276e-12,190.679448754682,80.1869755431919,0,1.36713314740677,0.138067414478523,4.99420463478009,1016.46798300057,0.0328250884077053,0.00148485382312576,7.43875807141966,3.0940670338679,0.00148862445257621,0.000963258226242384,7.72707509333889,1.8736265773545,13.8355908127088,0.114383444862272
"28","Paris_Montsouris","1","avril",9.91724137054093,16.5894493834132,0,8.81034594623436e-08,2.46223611677994,-219443.044239307,-2413.93063243614,-25429.0276832192,3.60000000000276e-12,324.080418689629,70.7628142113423,0,1.49072603222692,0.0138787850783406,4.2172633811256,1016.92716293855,0.0518744347014187,0.00157493387283756,10.3886955741059,-0.536276596626205,0.000560635787858473,0.00402511465886045,6.95551858913403,1.07875402590258,13.605562730694,-0.484677886574737
"29","Nice","1","mai",15.4142857203408,54.2195161758659,0,2.91119019990894e-07,3.3837622185852,-275117.816430449,-132072.146700156,13388.0635729062,3.60000000000276e-12,254.451973939818,71.533871720263,0,0.699458579535169,0.0265275043767834,3.71587739181299,1012.76371423624,0.0188950758967463,0,16.5129205671997,-0.028020001594144,0.000973066692666276,-0.00355763516618047,11.8153039955546,0.290093166898257,19.1608614747948,-0.741876714766394
"30","Toulouse_Blagnac","1","mai",12.3000000166515,23.3482255251831,0,2.83864669602926e-08,3.42253451206295,-190922.685805918,-13480.2345200804,53036.9871139707,3.60000000000276e-12,357.906114378719,80.9638217187819,0,2.15253949004028,0.003868091862927,4.78281049770335,1016.87546192199,0.0246894601987216,0.00241974283292716,12.3349927609897,0.537354466418872,0.00300820552656962,-0.00114493392882202,11.0237134474118,1.34267810730412,18.6493982809144,1.60747297285867
"31","Bordeaux_Mérignac","1","mai",12.2492064142984,40.1632876816993,0,2.71792858816501e-07,2.64847844196877,-150633.206504656,-9539.74218549532,35881.4617632037,3.60000000000276e-12,318.313839421803,84.9278758396949,0,3.16507147859432,0.0385264038260604,5.26520735389879,1016.64532169598,0.0865490138906593,0.00355025327739406,12.0919612609247,0.838895131468341,0.00261719990062602,0.000246103399191106,10.2234202811564,1.13552829741171,19.1213173255616,0.82769928577754
"32","Rennes","1","mai",10.263492077116,24.3403263156636,0,1.15908041165116e-06,2.43869458940998,-182675.035460084,-1735.03827288677,37543.252301887,3.60000000000276e-12,228.131015244425,88.5213636942461,0,2.39821187992269,0.0935249720747321,4.81158923836141,1015.72944986362,0.0673267034118957,0.00245335739534537,10.3030959372721,1.34943974675205,0.00335147249642178,0.00189730616890227,9.2150546709883,0.702350206766104,17.491407731979,0.365780191935239
"33","Lille_Lesquin","1","mai",10.8317460181221,35.9918304963569,0,4.82806575104659e-07,3.28419468263756,-188379.37249678,-15155.6035647531,83356.0329309779,3.60000000000276e-12,287.402876235526,85.7279323501233,0,1.94483747971615,0.0659075142655056,4.72993160665023,1014.91883159249,0.0801439976792151,0.000518760283314046,10.2177171950902,1.73695986495901,-0.00106100067764105,0.00430135557000192,9.09359603989937,0.37134095112653,17.3829080184124,0.209169565584899
"34","Strasbourg_Entzheim","1","mai",11.2555555502574,43.5606834898122,0,9.36319328557482e-06,2.53737087553056,-163187.376341962,-21593.4456525611,55030.3210222291,3.60000000000276e-12,260.654970379963,86.618706847592,0,2.36766865947495,0.338489497732452,5.28045899742203,1014.86987407784,0.16348780040641,0.00553127918287989,10.6407427063231,2.25503577607451,0.00115443252066743,0.00063057570811528,10.5898998901763,1.7464756630725,18.4414123212235,-0.274430152305177
"35","Paris_Montsouris","1","mai",12.2190476674882,34.5196707219897,0,1.67965830325007e-06,2.67079244354776,-186193.467121514,-11247.6824803308,-34662.3966152135,3.60000000000276e-12,335.977515521181,76.9275518157897,0,2.14432997465814,0.1349459906044,4.76576972999839,1015.38691171318,0.229276461254758,0.00464148284379479,12.7995360133781,-0.760537555304796,0.000504292361137506,0.00332283094870576,9.49732029366743,1.41236625760796,17.9883689406798,0.204446125798521
"36","Nice","1","juin",20.8733332951864,227.185204603814,0,1.36379606566214e-09,2.89617647561912,-250579.268841218,-135177.541172925,17464.7398067359,3.60000000000276e-12,211.554692009512,73.1309654735134,0,0.379188486040347,4.4688869479617e-05,3.28597447118849,1014.80676673678,0.00115694517652786,0.00035447657730528,21.7946982963687,0.509228943162011,0.000533815913219321,-0.00114420685657689,16.1758193617213,-0.162291052075898,27.1025950128499,-2.05391898988944
"37","Toulouse_Blagnac","1","juin",18.006666580836,129.634950357727,0,3.13530082920169e-08,3.04347295585241,-197176.136948301,-13030.284592452,15507.5537074602,3.60000000000276e-12,250.500933269681,75.9098466487368,0,1.32092706899799,0.00400303437743305,3.94097892062096,1017.94066275534,0.0982344719106557,0.00167389371586397,18.2333040796081,0.165576458848871,0.00377083358748186,-0.00169114241280233,15.8168489908909,2.92691510787162,26.0877730943006,0.191276087076872
"38","Bordeaux_Mérignac","1","juin",16.6433332443237,77.5883972386881,0,2.42648955905863e-07,2.45972109034391,-181797.590660482,-4831.97207069167,19090.167302966,3.60000000000276e-12,214.254875474588,81.1971020473998,0,1.8698606386261,0.0291596360937134,4.73567748897992,1018.60521472075,0.238591327849669,0.0155788759548145,16.6696820498454,0.279614539385741,0.00262444800162224,-0.000104257936464125,14.2158939782659,0.920989092713161,24.9529145516309,-1.66304567891607
"39","Rennes","1","juin",12.7166666507721,26.5404961337844,0,6.7843859912164e-08,2.36428761151571,-216202.351099513,3826.23076116813,25840.7545326772,3.60000000000276e-12,201.68987261211,85.5828202820884,0,1.06553428291025,0.00683927985877445,3.62087967831923,1020.07517357493,0.0183984246154804,0.00076387513481433,13.195148197345,1.09538510799906,0.00407662346559474,0.00153253440063247,11.5419542240131,0.406100429717591,20.6016205038938,-1.60493672788956
"40","Lille_Lesquin","1","juin",13.1200000127157,23.7469875946203,0,1.26115150843037e-08,2.88597769788711,-188643.150270955,-11610.3066119774,68688.0338454671,3.60000000000276e-12,226.390448758489,83.1074267815108,0,1.4373155941988,0.000677269800280185,4.19166469797029,1019.45191636617,0.0424143625758145,0.00171812987799033,12.6207701555568,1.65921156688817,-0.00100258114113217,0.00485603125993515,10.9716075131644,0.655971965673346,20.1333308102304,-0.97178766905732
"41","Strasbourg_Entzheim","1","juin",14.9966666380564,45.9548274543658,0,4.92697240413545e-09,2.53291954274557,-193876.752480743,-13166.6168953161,45046.0353751972,3.60000000000276e-12,169.68305940047,74.6985914175205,0,0.787445325483534,0,4.89195266897599,1017.86397998986,0.0171952651661734,2.89562205322856e-06,14.8452777488511,2.39290594657023,0.002466562161891,0.000131444747920727,13.7257117148397,0.763223253794427,22.9889217985192,-1.11273065677003
"42","Paris_Montsouris","1","juin",15.7199999809265,42.8608457669476,0,0,2.70891640811807,-239331.082602087,-3658.12630542198,-63559.6867038136,3.60000000000276e-12,373.841295540167,69.3486739360024,0,0.611006342678077,0,3.98404138922082,1019.50663233249,0.0196844324106358,0.00164255459129367,16.1870108504255,-1.09049838359599,0.000334732985281221,0.00264019464554732,12.3696880008881,0.476030371324334,21.7862503590523,-2.80882140952084
"43","Nice","1","juillet",23.1629031396681,263.319542708839,0,0,2.1387079637556,-249831.635481559,-129289.596884393,1840.35682522833,3.60000000000276e-12,190.149009223329,74.7646392742337,0,0.107920802072668,0,2.01451083714354,1012.78974307936,0.000582938745361829,7.33167829628439e-06,23.8740121131558,-0.156716237608645,0.000723026684260173,-0.00274509093437138,17.5280085293144,0.159692753010033,31.4940069363513,-0.924512208732437
"44","Toulouse_Blagnac","1","juillet",19.4612902979697,105.325674941384,0,7.92985789311762e-09,3.14512385816547,-190753.285207932,-13376.669554657,19383.2162540767,3.60000000000276e-12,288.827774759836,75.6951975765251,0,1.695235829495,0.000433101660107819,3.40830281075307,1017.38731763185,0.0241289980828376,0.00192638214661327,19.5447108206374,0.236753277515213,0.00304151486068319,-0.0014489131712336,16.269091943656,2.66137851728549,28.5831550162958,0.0776579506547179
"45","Bordeaux_Mérignac","1","juillet",18.0935483747913,120.425245003571,0,1.52523867465747e-06,2.39125225524209,-165715.096419139,-1199.41232409541,8457.74514252132,3.60000000000276e-12,232.019521313349,85.5039834863781,0,2.259371370693,0.125885595269602,4.39879880240303,1017.62455292758,0.0836304050757632,0.00019981772977591,18.0410785343188,0.323179459236674,0.00232140005121819,-8.29185884822776e-05,15.5498189667368,2.10587479033743,28.8228199136137,-0.797369393663082
"46","Rennes","1","juillet",15.1467741689374,44.4681350339476,0,2.96073755851159e-07,2.42684291094754,-185926.481010596,-4089.36019503852,23274.0962822764,3.60000000000276e-12,216.339455002485,87.8264285327485,0,1.6937523716431,0.036972184388055,4.10744724917859,1017.11416532657,0.0207943123896577,0.00122238413313629,15.4195534299781,0.729711162122671,0.00359341852455828,0.00164274425096079,13.630234929732,2.22189465661289,25.8422941396359,-0.210011038935146
"47","Lille_Lesquin","1","juillet",16.0500000215346,68.3638252345903,0,2.71057008342321e-08,3.10065506746007,-160136.905468462,-9605.93121471242,62312.6908169264,3.60000000000276e-12,274.806198788455,85.1082761427395,0,2.24533687588269,0.0019547675799435,4.37181795950037,1015.22869980572,0.0471628644509625,0.00600584831411121,15.7038768187398,1.13816255271084,-0.000735024074100433,0.00371778379480944,14.4172631519938,1.31464104352609,26.5244663063376,0.282645609703405
"48","Strasbourg_Entzheim","1","juillet",17.4370967034371,95.7233233959675,0,1.56842963974864e-07,2.3586779548768,-155548.425597292,-5571.12229206125,34185.8066294192,3.60000000000276e-12,186.763730167216,79.8030960094288,0,1.83826280714419,0.0188393936992249,4.19892623444375,1015.12500805062,0.189346349295016,0.00198467693991963,17.5139636510999,2.4273607724197,0.00177789665266213,0.000632745568889764,16.267693251842,1.71510401914103,28.9885604740703,0.932760995839684
"49","Paris_Montsouris","1","juillet",18.5870967372771,55.1720148504494,0,0,2.61868308339213,-218837.335064852,-13450.2006930976,-58034.5432587576,3.60000000000276e-12,368.13075528531,68.1608147027399,0,1.36009068305512,0,3.61344297603708,1015.9976185022,0.0997303187597628,0.00284288547270509,19.1561241052087,-1.07501233153899,0.000344054911385489,0.00277270631674511,14.8573964319662,1.94731553780698,27.0703699096673,-0.964329697276826
"50","Nice","1","août",23.046153924404,213.69252845326,0,0,2.36967376048334,-243897.186985337,-162475.640135169,2878.15031891475,3.60000000000276e-12,162.187059304316,69.4234535969192,0,0.595219877969332,0,2.50099154030793,1013.72362435743,0.00591269477689398,0.000119412176012674,24.4522847286316,-0.0112687397783867,0.00146426025625147,-0.00372814390545051,17.0749043845379,0.259748362192471,30.3665545566619,-0.848890825581675
"51","Toulouse_Blagnac","1","août",18.8743589596871,122.49729790814,0,8.65843807731311e-09,2.59980114532906,-179749.178845027,-12608.100063162,19479.3655042262,3.60000000000276e-12,268.935925343341,79.8063148986226,0,1.49384630533027,0.000705207426333072,3.7322355358874,1016.09094345643,0.0365965720016596,0.000152663532078032,19.2171628507561,0.843478924044494,0.00448826332932015,-0.00199514622394586,16.7022822218835,1.0606795910148,29.5377978753332,1.23215055003579
"52","Bordeaux_Mérignac","1","août",17.8641026081183,82.6176533790524,0,1.30885706890411e-07,2.02733288535464,-154079.072541642,-9376.92280629716,15254.1794002754,3.60000000000276e-12,188.307934251228,84.6337152628948,0,1.63716522737464,0.0135010730871788,4.70971723447819,1016.16105008078,0.196349845321559,0.00722610083157517,17.7935430488648,1.11282584821812,0.00361997196042006,1.82588612327745e-05,15.4797625443955,1.5830594398529,30.2782047337804,-0.489449725068785
"53","Rennes","1","août",14.7538460707053,44.2123983871502,0,9.53469308622195e-07,2.28779988857694,-174060.838317202,-12066.7398546621,26744.3755376937,3.60000000000276e-12,192.10203275553,89.0983118453744,0,1.42354622825604,0.121588794807234,4.36005779621872,1015.13738659167,0.0287789203610414,0.00413757706366255,15.2924137157011,0.825249475310246,0.00413345103759597,0.00175587348507677,13.8654638675151,1.13102643049261,26.3281802302666,0.65345982259995
"54","Lille_Lesquin","1","août",15.8384615580241,80.1917866836874,0,2.27033032072351e-08,2.70731804361622,-169296.575784403,-15484.685697794,59667.9848012341,3.60000000000276e-12,188.799342960511,82.9091263099817,0,1.10546894467553,0.00239997281619473,4.44375788584242,1015.02053535454,0.0388417131223467,0.00145447460594331,15.525792719806,2.29589276400132,-0.0010020648507222,0.0053732453120594,14.4562770557396,-0.244998023349399,26.4872309953455,0.464682424557882
"55","Strasbourg_Entzheim","1","août",17.0641026863685,99.1009642881114,0,1.16458661950951e-05,1.93718852877123,-170261.011906416,-5555.62984496824,30979.7629216784,3.60000000000276e-12,132.970298241908,82.859607248048,0,1.05818189397117,0.415400283814381,4.17692677195452,1015.5318728288,0.01197463904128,0.000416383022966849,17.1259543154361,2.7831593806904,0.00341873768332633,0.000427863788124065,16.3555518672176,0.929499760852305,28.8149163968778,0.186863172284034
"56","Paris_Montsouris","1","août",18.4923076385107,86.0211509556429,0,6.50835840780454e-08,2.28323461237862,-199730.015098981,-11172.4138659505,-55484.3498447823,3.60000000000276e-12,280.159719237673,68.9331351221581,0,1.12777493220282,0.0104191999363253,4.86467201839308,1015.09827997502,0.0525730530364732,0.00163334022469991,19.5485526447576,-0.806258639225011,0.000386257980608063,0.00358782933823151,15.5425136615378,0.194388369180074,28.5806404090012,-0.014411497688613
"57","Nice","1","septembre",19.8616665840149,125.945130283343,0,9.97576909990007e-08,2.78510365655118,-265747.27791614,-220810.743732326,-8301.39607721914,3.60000000000276e-12,270.770017018787,68.3614427425919,0,0.834052110076495,0.0122134651776347,3.46617994449332,1014.27594397891,0.0141018966057941,0.000283123214649142,21.6686421594477,-0.127487527736191,0.00224978758505983,-0.00515258956718673,14.7628278745403,0.314217449231054,26.1326455788931,-2.57142710673549
"58","Toulouse_Blagnac","1","septembre",15.9733333905538,69.29226032815,0,2.13365676690239e-08,2.24209607016212,-191240.970018895,-11889.0482857746,24795.1255335862,3.60000000000276e-12,159.287310745081,80.4723029573144,0,0.985193197422261,0.00194671103025877,3.73055666281152,1016.91857562028,0.148208298943081,0.00139698516043076,15.9584871777543,1.50407634097235,0.00354693228945717,-0.00209241179870742,13.9564812309041,0.387785564450588,23.7195356361523,0.684389444940753
"59","Bordeaux_Mérignac","1","septembre",15.3733332951864,62.3531420490946,0,4.95846725583411e-06,2.27496432164686,-184007.31164749,-577.639854312634,34786.2646963682,3.60000000000276e-12,188.68517317795,83.6601057681965,0,1.02507910413196,0.148035266058669,4.25332013739247,1016.88610708855,0.0372482734568838,3.35699165250062e-05,15.164476093083,1.47286656693408,0.00382020754178248,-0.000544742666356981,13.0625820672379,0.176510600393051,23.1605439118763,-0.312264541542334
"60","Rennes","1","septembre",12.5983333746592,34.8601831705256,0,3.32414431161579e-06,2.24051138187078,-201424.318829668,7377.01829249358,33144.5025224845,3.60000000000276e-12,155.840383377815,87.9575381028117,0,1.24938480119731,0.171057505574004,3.69990886116681,1017.66005127907,0.0212159144398283,0.00219692708441728,12.9995779787461,1.76106462183582,0.00392313540985387,0.00207588191355169,11.522466472756,-0.351932678602321,20.9932863551837,-0.542516579999068
